City,Region,tif_count,Latitude,Longitude,Road Density
Knoxville,NORTH AMERICA,6.22,36.01299571,-84.0494373,6688.131833
Knysna,AFRICA,0.06,-34,23,960
Kobe,ASIA,9.647763795,34.79048196,134.8578539,4816.705494
Koblenz,EUROPE,3.66,50.43966302,7.476775956,4131.748634
Kocaeli,ASIA,1.91,40.81762653,29.87085515,5219.424084
Kochi,ASIA,1.42,33.60152582,133.4947183,791.5281691
Kodiak,NORTH AMERICA,0.19,57.83333333,-152.4166667,8073
Koforidua,AFRICA,0.31,6.150537634,-0.311827957,265.516129
Kofu,ASIA,3,35.69777778,138.5463889,767.6166668
Kogon,ASIA,0.879428179,39.78052106,64.4915147,324.606016
Kohat,ASIA,1.97,33.57783418,71.4323181,214.6751269
Kohtla-Jarve,EUROPE,0.41,59.42073171,27.20731707,1361.414633
Koidu,AFRICA,0.02,8.5,-10.91666667,674
Koko,AFRICA,0.16,11.46875,4.5,130
Kokomo,NORTH AMERICA,0.88,40.51231061,-86.17234848,5423.602272
Kokshetau,ASIA,0.45,53.33333333,69.35925926,9464.444452
Kolar,ASIA,0.88,13.18181818,78.09090909,410.8636364
Kolda,AFRICA,0.22,12.92424242,-15,853.1818182
Kolhapur,ASIA,5.52,16.69836957,74.21391908,640.701087
Koln,EUROPE,15.3916531,51.07752499,6.99557305,5417.772018
Kolomna,EUROPE,0.89,55.12734082,38.76123596,238.3707865
Kolpino,EUROPE,2.184142356,59.83639309,30.52517454,2123.339483
Kolwezi,AFRICA,0.48,-10.67708333,25.45138889,1258.333334
Kom Ombo,AFRICA,1,24.47916667,32.9075,239.3599999
Komatipoort,AFRICA,0.01,-25.41666667,31.91666667,572
Kompong Chhnang,ASIA,0.29,12.29022989,104.612069,687.6551725
Komsomolets,ASIA,0.09,53.78703704,62,1463.111109
Komsomolsk na Amure,ASIA,2.1,50.62063492,136.9769841,153.2000001
Kon Tum,ASIA,0.61,14.4057377,107.9494536,798.9672129
Kondopoga,EUROPE,0.24,62.25,34.23611111,586.333333
Kondoz,ASIA,2.8,36.75178571,68.77827381,962.5321427
Koneurgench,ASIA,0.34,42.35784314,59.10539216,706.4705887
Kongolo,AFRICA,0.17,-5.333333333,26.96078431,513.2352937
Konibodom,ASIA,2.075651814,40.40043288,70.45899814,338.2608106
Konotop,EUROPE,0.9,51.26944444,33.14259259,452.4555555
Kontagora,AFRICA,0.18,10.4212963,5.425925926,277.7777778
Kontcha,AFRICA,0.02,8,12.16666667,217
Konya,ASIA,2.77,37.90312876,32.46089049,11609.06137
Korhogo,AFRICA,0.47,9.5,-5.666666667,2746.999999
Koriyama,ASIA,1.41,37.44799054,140.3321513,854.6808509
Korla,ASIA,0.51,41.81372549,86.08660131,2042.529412
Korosten,EUROPE,0.5,51,28.59333333,656.72
Korsakov,ASIA,0.35,46.66666667,142.75,63
Kos,EUROPE,0.09,36.91666667,27.25,710
Kosice,EUROPE,1.05,48.7515873,21.22222222,3161.933333
Kosti,AFRICA,0.4,13.17916667,32.62291667,342.6749999
Kostroma,EUROPE,1.58,57.81803797,40.90295359,377.2025315
Koszalin,EUROPE,0.66,54.25,16.14393939,3271.999998
Kota,ASIA,2.23,25.22384155,75.82922272,329.3901345
Kota Baharu,ASIA,2.9,6.139942529,102.2491379,687.9310345
Kota Kinabalu,MALAY ARCHIPELAGO,2.13,5.981220657,116.0500782,696.6197187
Kotabumi,MALAY ARCHIPELAGO,52.2083292,-4.641358634,105.1368965,605.1771133
Kotelnich,EUROPE,0.38,58.33333333,48.27850877,292.6315791
Kotlas,EUROPE,0.56,61.3110119,46.6235119,135.3571429
Kotlit,NORTH AMERICA,0.03,63.08333333,-163.5833333,0
Kotovsk,EUROPE,0.23,52.63768116,41.47463768,81.65217418
Kotte,ASIA,33.47715627,6.673200115,80.10158163,2716.020905
Kotzebue,NORTH AMERICA,0.05,66.91666667,-162.5833333,404
Koudougou,AFRICA,0.42,12.30753968,-2.410714286,227.9285712
Koulamoutou,AFRICA,0.09,-1.083333333,12.41666667,195
Koulikoro,AFRICA,0.03,12.91666667,-7.583333333,344
Kourou,SOUTH AMERICA,0.09,5.203703704,-52.66666667,3638.555553
Koutiala,AFRICA,0.27,12.41666667,-5.5,439
Kovel,EUROPE,0.62,51.26478495,24.66532258,584.2580645
Kovrov,EUROPE,0.75,56.41444444,41.27,344.36
Koyuk,NORTH AMERICA,0.02,65,-161.1666667,0
Kozhikode,ASIA,60.06550698,11.40368548,75.84873142,585.2611368
Kpalime,AFRICA,0.4,6.9375,0.583333333,217
Kragujevac,EUROPE,0.87,44.05747126,20.86206897,1277.402299
Krakow,EUROPE,8.47,50.09238489,20.01298701,3214.060213
Kramatorsk,EUROPE,1.36,48.76838235,37.51531863,549.4632354
Krasnoarmeysk,EUROPE,0.16,51.08333333,45.66666667,379
Krasnodar,EUROPE,2.42,45.09538567,38.94903581,203.4132232
Krasnogorsk,ASIA,0.11,48.4469697,142.0757576,350.5454546
Krasnokamensk,ASIA,0.2,50.16666667,118,57.00000031
Krasnokamsk,EUROPE,0.43,58.11434109,55.72674419,136.8372093
Krasnoufimsk,EUROPE,0.58,56.66522989,57.73563218,381.0517239
Krasnouralsk,ASIA,0.42,58.39087302,60.00198413,220.2857141
Krasnoyarsk,ASIA,1.16,56.03520115,92.91954023,91.30172406
Kremenchuk,EUROPE,0.83,49.1435743,33.38554217,976.6506023
Kribi,AFRICA,0.06,3,9.861111111,487.6666675
Krishnanagar,ASIA,97.82099915,23.55524408,88.21508224,549.835046
Kristiansand,EUROPE,0.68,58.19117647,7.953431373,6707.985297
Kristianstad,EUROPE,0.63,56.07010582,14.10582011,2538.873015
Krong Koh Kong,ASIA,0.11,11.66666667,102.9469697,1214.090911
Kroonstad,AFRICA,0.61,-27.60519126,27.17213115,430.7213114
Kropotkin,EUROPE,0.34,45.5,40.5245098,297.9411765
Kryvyy Rih,EUROPE,3.31,47.95568983,33.35498489,584.4410877
Ksar El Kebir,AFRICA,0.26,35.04807692,-5.932692308,135.4615384
Kuala Lumpur,ASIA,19.92,3.093247992,101.5984772,919.5266065
Kuala Terengganu,ASIA,1.54,5.347943723,103.0871212,761.8831169
Kualakapuas,MALAY ARCHIPELAGO,0.03,-3.027777778,114.3333333,473.9999995
Kuantan,ASIA,0.52,3.854166667,103.2772436,643.2115387
Kuching,MALAY ARCHIPELAGO,1.13,1.583333333,110.3082596,1154.99115
Kudymkar,EUROPE,0.26,59.08333333,54.61217949,286.8461536
Kuga,ASIA,0.46,41.75,82.92210145,2558.521739
Kuito,AFRICA,0.29,-12.34482759,16.91666667,550.4482757
Kulob,ASIA,0.61,37.95628415,69.74863388,254.7377051
Kulunda,ASIA,0.18,52.59259259,78.91203704,400.166667
Kumamoto,ASIA,3.27,32.8616208,130.6982671,5251.691131
Kumasi,AFRICA,2.82,6.751182033,-1.657801418,4334.297872
Kumba,AFRICA,0.96,4.661458333,9.421006944,316.8958333
Kumbakonam,ASIA,39.58068906,10.97464897,79.52166501,436.4960757
Kumbo,AFRICA,2.62,6.302798982,10.64122137,128.370229
Kumertau,EUROPE,0.22,52.83333333,55.75,202.9999999
Kumo,AFRICA,0.02,10.08333333,11.16666667,154
Kundian,ASIA,13.8587275,32.37255426,71.54463345,162.3444946
Kungur,EUROPE,0.59,57.48446328,56.92655367,340.0508473
Kunming,ASIA,5.27,25.0483871,102.6924415,26926.79317
Kununurra,AUSTRALIA,0.07,-15.75,128.6785714,215.7142858
Kuopio,EUROPE,1.26,62.9265873,27.61243386,3784.158729
Kupang,MALAY ARCHIPELAGO,1.42,-10.1508216,123.5815728,3992.823943
Kupina,ASIA,0.16,54.41666667,77.25,478
Kupyansk,EUROPE,0.77,49.72943723,37.58874459,550.8311688
Kure,ASIA,0.84,34.27083333,132.5347222,2429.357143
Kurgan,ASIA,2.7,55.49012346,65.28425926,253.2814815
Kurnool,ASIA,1.38,15.86654589,78,652.4565217
Kursk,EUROPE,2.24,51.7593006,36.12686012,259.9330357
Kurtamysh,ASIA,0.25,54.95333333,64.4,244.4
Kuruman,AFRICA,0.1,-27.41666667,23.4,384
Kushiro,ASIA,1.2,43.04791667,144.3333333,351.5333334
Kuta,MALAY ARCHIPELAGO,1.91,-8.662303665,115.1684119,3519.575916
Kutahya,ASIA,0.66,39.47853535,29.94949495,2882.621213
Kutaisi,ASIA,1.79,42.28445065,42.58566108,185.3128491
Kuujjuaq,NORTH AMERICA,0.05,58.16666667,-68.41666667,0
Kuujjuarapik,NORTH AMERICA,0.03,55.33333333,-77.83333333,0
Kuwait,ASIA,4.89,29.30862304,47.95841854,817.2106338
Kuybyshevskiy,ASIA,0.16,38.00520833,68.66666667,294.75
Kuznetsk,EUROPE,0.53,53.16666667,46.56132075,398.2264151
Kwekwe,AFRICA,0.27,-18.90740741,29.75925926,413.4444446
Kwinana,AUSTRALIA,0.41,-32.16869919,115.75,2795.414635
Kyakhta,ASIA,0.27,50.39814815,106.4135802,219.2222222
Kyaukphyu,ASIA,0.08,19.48958333,93.5,823.4999993
Kyoto,ASIA,6.899290154,34.94052865,135.7099433,9039.596069
Kyshtym,ASIA,0.47,55.75,60.5035461,424.1489362
Kyustendil,EUROPE,0.18,42.33333333,22.66666667,1934.999998
Kyzyl,ASIA,0.91,51.75,94.3974359,307.7032967
La Barca,EUROPE,0.13,20.33333333,-102.5833333,2558
La Ceiba,NORTH AMERICA,0.19,15.83333333,-86.83333333,8542
La Coruna,NORTH AMERICA,2.07,43.38566828,-8.411030596,5214.120771
La Crosse,EUROPE,1.14,43.89839181,-91.27046784,4019.622807
La Cruz1,NORTH AMERICA,0.04,11.08333333,-85.66666667,462
La Cruz2,SOUTH AMERICA,0.07,23.97619048,-106.9166667,1348.42857
La Grande,NORTH AMERICA,0.24,45.36458333,-118.125,1008.125
La Grange,NORTH AMERICA,0.59,33.0819209,-85.07485876,3687.440678
La Libertad,NORTH AMERICA,0.06,16.83333333,-90.16666667,604
La Ligua,NORTH AMERICA,0.1,-32.41666667,-71.26666667,437.4
La Paloma,SOUTH AMERICA,0.04,-34.58333333,-54.1875,774.9999992
La Paz1,SOUTH AMERICA,0.46,24.17210145,-110.3423913,7652.934782
La Paz2,NORTH AMERICA,0.06,-33.41666667,-67.58333333,629
La Paz3,SOUTH AMERICA,2.2,-16.46325758,-68.19962121,11515.21364
La Plata,SOUTH AMERICA,4.888379513,-34.84963324,-58.09272874,6019.895576
La Rioja,SOUTH AMERICA,0.63,-29.35846561,-66.89153439,438.1746031
La Rochelle,SOUTH AMERICA,0.98,46.20323129,-1.176020408,5349.714287
La Romana,EUROPE,0.41,18.48577236,-69.0203252,13573.0732
La Ronge,SOUTH AMERICA,0.169992523,55.16176614,-105.3333333,276.415437
La Sarre,NORTH AMERICA,0.14,48.83333333,-79.25,285
La Scie,NORTH AMERICA,0.04,50,-55.66666667,230
La Serena,NORTH AMERICA,0.42,-29.88492063,-71.29761905,618.9523813
La Union,SOUTH AMERICA,0.17,-40.25,-73.1127451,545.2352941
La Vega,SOUTH AMERICA,0.94,19.28368794,-70.55407801,261.0851064
La Victoria,SOUTH AMERICA,0.03,-22.25,-58,143
Laayoune,SOUTH AMERICA,0.28,27.17261905,-13.24404762,219.5714286
Labe,AFRICA,0.39,11.35042735,-12.32692308,1182.333333
Labinsk,AFRICA,0.54,44.6712963,40.67901235,366.4629632
Labrador City,EUROPE,0.11,53,-66.95454545,204.9999999
Labutta,NORTH AMERICA,0.01,16.25,94.66666667,16.99999994
Lac La Biche,ASIA,0.07,54.83333333,-112,1075
Ladysmith,NORTH AMERICA,0.38,-28.50438596,29.74780702,372.5526315
Lae,AFRICA,0.68,-6.658088235,146.9607843,235.8823527
Lafayette1,MELANESIA,2.35,30.23723404,-92.07446809,5921.723404
Lafayette2,NORTH AMERICA,1.48,40.46171171,-86.92623874,5025.993243
Lafia,NORTH AMERICA,0.93,8.472222222,8.502688172,175.7956989
Laghouat,AFRICA,0.29,33.83333333,2.833333333,266
Lagos,AFRICA,15.93147839,6.649693183,3.166551284,2780.606053
Lagos de Moreno,AFRICA,0.52,21.41666667,-101.9599359,2534.192308
Laguna,NORTH AMERICA,0.16,-28.41666667,-48.83333333,175.0000001
Lahad Datu,SOUTH AMERICA,0.29,5.083333333,118.2844828,359.6551727
Lahat,MALAY ARCHIPELAGO,0.17,-3.75,103.5,146
Lahij,MALAY ARCHIPELAGO,0.47,13.10460993,44.83333333,369.2978724
Lahore,ASIA,338.3657851,31.53231703,73.64937858,402.7085127
Lahti,ASIA,2.1,61.0234127,25.60753968,3891.142858
Laiwu,EUROPE,29.76859976,36.1413167,117.4424881,1337.26344
Laiyang,ASIA,4.11,37.00973236,120.6469992,993.2700734
Lajes,ASIA,0.72,-27.75925926,-50.36342593,260.3611111
Lake Charles,SOUTH AMERICA,1.17,30.24216524,-93.26139601,6583.256409
Lake City,NORTH AMERICA,0.52,30.24519231,-82.68269231,4147.711537
Lake Havasu City,NORTH AMERICA,1.02,34.5253268,-114.3521242,4738.656863
Lake Louise,NORTH AMERICA,0.06,51.48611111,-116.25,202.4999997
Lakeville,NORTH AMERICA,4.433982758,44.77751444,-93.31643057,6122.815443
Lalitpur,NORTH AMERICA,4.543155901,27.68286605,85.40988003,2104.947329
Lamar,ASIA,0.13,38.12820513,-102.6666667,921.6923074
Lamas,NORTH AMERICA,0.05,-6.383333333,-76.58333333,211.8000001
Lambarene,SOUTH AMERICA,0.24,-0.666666667,10.17361111,114.3333333
Lampang,AFRICA,1.16,18.34770115,99.46192529,843.9051726
Lamu,ASIA,0.01,-2.25,40.83333333,0
Lancaster1,AFRICA,2.52,34.67526455,-118.1765873,4767.345238
Lancaster2,NORTH AMERICA,0.71,39.75704225,-82.64319249,3414.408451
Lancaster3,NORTH AMERICA,2.94,40.09268707,-76.37103175,5130.955782
Lander,NORTH AMERICA,0.15,42.87777778,-108.7555556,757.0666663
Langfang,NORTH AMERICA,5.03313977,39.61439876,116.6602711,2474.828497
Langzhong,ASIA,75.37747223,31.58587165,106.1895026,223.0125654
Lankaran,ASIA,0.4,38.8125,48.7875,357.7999998
Lansdowne House,ASIA,0.01,52.25,-87.91666667,0
Lansing,NORTH AMERICA,3.85,42.75930736,-84.57251082,6060.953247
Lanxi,NORTH AMERICA,0.68,46.29044118,126.2463235,315.5735292
Lanzhou,ASIA,3.52,36.1171875,103.7241951,4360.849431
Lao Chi,ASIA,0.2,22.525,103.9166667,2779.2
Laoag,ASIA,2.05,18.16097561,120.5186992,706.6975606
LÌùderitz,MALAY ARCHIPELAGO,0.06,-26.58333333,15.09722222,166.6666667
Lapa,SOUTH AMERICA,0.13,-25.74358974,-49.75,265.3076923
Lappeenranta,EUROPE,1.16,61.08692529,28.16235632,3723.163793
L'Aquila,AFRICA,0.46,42.40942029,13.33695652,2240.108695
Larache,NORTH AMERICA,0.21,35.23809524,-6.166666667,335.9999998
Laramie,NORTH AMERICA,0.29,41.33333333,-105.612069,2490.034483
Laredo,EUROPE,1.661959664,27.5605415,-99.52767615,6914.092431
Larissa,ASIA,0.72,39.67013889,22.3900463,3607.736112
Larkana,NORTH AMERICA,44.15188301,27.38391851,67.96026612,190.7807373
Las Cruces,SOUTH AMERICA,1.38,32.36050725,-106.8164251,5418.659421
Las Heras,SOUTH AMERICA,1.038035626,-32.81005218,-68.80018937,850.6397768
Las Lajas,SOUTH AMERICA,0.03,-38.5,-70.41666667,383
Las Lomitas,AFRICA,0.1,-24.66666667,-60.65,353.2000001
Las Palmas,SOUTH AMERICA,0.64,28.15364583,-15.4921875,6223.687497
Las Tablas,NORTH AMERICA,0.07,7.833333333,-80.33333333,895
Las Tunas,NORTH AMERICA,0.37,21,-76.9954955,4012.027027
Las Vegas1,NORTH AMERICA,0.24,35.65625,-105.25,2297.499999
Las Vegas2,SOUTH AMERICA,12.32,36.18039773,-115.2028544,11406.81088
Lascano,SOUTH AMERICA,0.05,-33.66666667,-54.25,743
Latacunga,ASIA,0.38,-0.877192982,-78.66666667,1178.210526
Latur,AUSTRALIA,1.45,18.45114943,76.53275862,351.6068966
Launceston,NORTH AMERICA,1.02,-41.39869281,147.1053922,350.382353
Laurel,EUROPE,0.48,31.74131944,-89.17534722,3676.437499
Lausanne,MELANESIA,1.25,46.58333333,6.554,4864.184
Lautoka,SOUTH AMERICA,0.27,-17.58333333,177.4166667,442
Lavras,ASIA,0.46,-21.19021739,-45.04347826,928.2391302
Lavrentiya,NORTH AMERICA,0.01,65.66666667,-171.0833333,7.78E-07
Lawrence,NORTH AMERICA,0.95,39.00087719,-95.30175439,5494.8
Lawton,NORTH AMERICA,1.08,34.66589506,-98.46373457,5077.518518
Lazaro Cardenas,EUROPE,0.81,18.01646091,-102.2458848,6302.320989
Le Havre,EUROPE,2.36,49.54625706,0.145833333,5254.555087
Le Mans,NORTH AMERICA,1.24,48.03158602,0.15188172,5133.749997
Lead,AFRICA,0.07,44.41666667,-103.8333333,721
Lebowakgomo,SOUTH AMERICA,0.02,-24.16666667,29.5,144.0000006
Lebu,EUROPE,0.09,-37.58333333,-73.66666667,698.9999998
Lecce,EUROPE,1.27,40.40091864,18.11154856,1683.866141
Leeds,NORTH AMERICA,5.740344165,53.8027444,-1.592334665,6606.979601
Leesburg,AUSTRALIA,0.8,28.878125,-81.928125,4769.2875
Leeton,EUROPE,0.08,-34.5,146.3333333,262
Leeuwarden,MALAY ARCHIPELAGO,0.78,53.26068376,5.763888889,4575.256412
Legazpi,EUROPE,1.23,13.21883469,123.6849593,643.5853657
Legnica,EUROPE,0.91,51.246337,16.14010989,2412.087911
Leicester,EUROPE,3.81,52.68219598,-1.177384077,5479.057743
Leipzig,ASIA,3.93,51.37977099,12.33651399,5019.335878
Lemosos,ASIA,0.92,34.74094203,32.98822464,7741.18478
Lenger,EUROPE,0.42,42.24603175,69.79166667,1504.047618
Leninogorsk,ASIA,0.49,54.65306122,52.41496599,210.142857
Leninsk Kuznetsky,ASIA,0.88,54.70454545,86.14393939,220.465909
Lensk,NORTH AMERICA,0.26,60.76282051,114.900641,123.3461539
Leon1,NORTH AMERICA,0.3,12.49444444,-86.91666667,2084.866666
Leon2,EUROPE,2.02,21.17285479,-101.709571,10421.14852
Leon3,AUSTRALIA,0.95,42.64122807,-5.616666667,3327.389473
Leonara,SOUTH AMERICA,0.03,-28.83333333,121.2777778,279
Leopoldina,EUROPE,0.15,-21.5,-42.66666667,271
Lerwick,SOUTH AMERICA,0.14,60.17857143,-1.196428572,1252.357143
Les Cayes,ASIA,2,18.285,-73.86375,923.125
Leshan,ASIA,62.13292867,29.73429436,103.9732362,348.948754
Lesosibirsk,ASIA,0.27,58.25617284,92.42901235,308.7407406
Lesozavodsk,NORTH AMERICA,0.6,45.50416667,133.3652778,714.4166671
Lethbridge,SOUTH AMERICA,0.64,49.74739583,-112.8450521,977.9062496
Lethem,SOUTH AMERICA,0.01,3.416666667,-59.83333333,410
Leticia,ASIA,0.18,-4.166666667,-70,284
Letpadan,POLYNESIA,1.14,17.76388889,95.75877193,116.3684211
Levin,NORTH AMERICA,0.17,-40.58333333,175.25,2599
Lewiston1,NORTH AMERICA,0.85,44.14411765,-70.25392157,3440.376469
Lewiston2,NORTH AMERICA,0.97,46.43127148,-117.0584192,3740.845363
Lexington,EUROPE,2.91,38.06271478,-84.54209622,6031.512028
Lgov,ASIA,0.11,51.75,35.24242424,174.9999999
Lhasa,MALAY ARCHIPELAGO,0.66,29.69570707,91.06186869,1614.69697
Lhokseumawe,ASIA,0.97,5.250859107,97.03436426,767.5670104
Lianxian,ASIA,0.97,24.80412371,112.3024055,931.9175257
Lianyungang,ASIA,80.30531021,34.46425805,119.3633483,829.5326713
Liaocheng,ASIA,72.75091412,36.33689511,115.9359029,705.1606439
Liaoyang,ASIA,6.552599789,41.30330645,123.150273,965.1765068
Liaoyuan,AFRICA,2.43,42.96296296,125.0675583,1127.539095
Libenge,EUROPE,0.04,3.666666667,18.58333333,235
Liberec,SOUTH AMERICA,0.88,50.80397727,15.01988636,4162.829545
Liberia,SOUTH AMERICA,0.15,10.66666667,-85.5,663
Libertador General San Martin,AFRICA,0.13,-23.75641026,-64.83333333,506.5384615
Libreville,AFRICA,1.26,0.435185185,9.431878307,705.3730166
Lichinga,EUROPE,0.49,-13.26360544,35.21768707,168.2653065
Lida,EUROPE,0.46,53.92210145,25.25,1195.282609
Liege,EUROPE,9.56,50.66893305,5.591527197,4408.638075
Liepaga,POLYNESIA,0.7,56.57142857,20.99404762,1827.614285
Lihue,ASIA,0.18,22,-159.4166667,1532
Lijiang,AFRICA,0.07,26.83333333,100.25,645
Likasi,EUROPE,0.57,-10.93859649,26.69298246,505.6666667
Lille,EUROPE,9.942353703,50.76843575,3.111434052,6463.815712
Lillehammer,NORTH AMERICA,0.59,61.16666667,10.42090395,2352.135593
Lillooet,AFRICA,0.09,50.75,-122,174
Lilongwe,NORTH AMERICA,19.16,-13.97459986,33.89918232,309.8408142
Lima1,SOUTH AMERICA,1.33,40.78320802,-84.16729323,3617.278196
Lima2,AFRICA,9.48,-12.0020218,-77.05327004,11617.8038
Limbe,SOUTH AMERICA,0.33,4.080808081,9.151515152,356.939394
Limeira,EUROPE,0.92,-22.52264493,-47.44655797,371.4673912
Limerick,EUROPE,1.01,52.70379538,-8.659240924,2884.277228
Limoges,SOUTH AMERICA,1.85,45.87882883,1.223423423,4357.551351
Linares1,EUROPE,0.31,-35.81182796,-71.6344086,787.0645163
Linares2,NORTH AMERICA,0.23,38.15942029,-3.666666667,1213.043477
Linares3,ASIA,0.15,24.91666667,-99.58333333,3479.999999
Linchuan,NORTH AMERICA,0.92,28.0326087,116.3161232,2430.304349
Lincoln1,SOUTH AMERICA,2.66,40.84805764,-96.71553885,7166.526315
Lincoln2,SOUTH AMERICA,0.19,-34.83333333,-61.58333333,959
Linden,AFRICA,0.17,6.053921569,-58.33333333,67.94117643
Lindi,ASIA,0.08,-9.958333333,39.66666667,181.4999999
Linfen,ASIA,14.71875084,36.18288038,111.5233604,1378.322488
Linhai,SOUTH AMERICA,1.02,28.93218954,121.1348039,1782.931373
Linhares,ASIA,0.41,-19.32520325,-40.08333333,310.0731708
Linjiang,EUROPE,0.31,41.83870968,126.8629032,502.4193548
Linkoping,ASIA,2.22,58.45457958,15.57732733,2682.022523
Linkou,ASIA,0.4,45.33333333,130.225,754.8999992
Linqing,ASIA,50.24226829,36.8248202,115.5445349,470.7278997
Linxi,ASIA,0.01,43.58333333,118,844
Linxia,ASIA,3.49,35.63658071,103.1198663,800.5587392
Linyi,EUROPE,279.5866656,34.92270776,117.9035295,1177.161457
Linz,EUROPE,3.63,48.28351699,14.17033976,4731.531681
Lipetsk,AFRICA,2.63,52.64353612,39.55766793,205.5019011
Lira,AFRICA,1.68,2.259424603,32.90178571,166.6071429
Lisala,EUROPE,0.27,2.200617284,21.47530864,274.6296296
Lisbon,EUROPE,7.58,38.82431838,-9.275945471,6397.474935
Lisburn,ASIA,0.25,54.560687,-6.81,665.7977264
Lishui,AUSTRALIA,0.38,28.5,119.8859649,1889.052632
Lismore,AUSTRALIA,0.34,-28.75,153.2573529,424.5588235
Lithgow,NORTH AMERICA,0.19,-33.42105263,150.1052632,213.8421053
Little Current,NORTH AMERICA,0.04,46,-82,235
Little Rock,ASIA,3.86,34.7992228,-92.35276339,6472.059585
Liuhe,ASIA,0.44,42.32007576,125.6912879,592.3636363
Liuzhou,NORTH AMERICA,2.71,24.35793358,109.3404059,6071.516605
Liverpool1,EUROPE,0.07,44.08333333,-64.75,665
Liverpool2,NORTH AMERICA,10.5502141,53.48286957,-2.823181793,6383.878873
Livingston,AFRICA,0.03,15.83333333,-88.83333333,240
Livingstone,EUROPE,0.41,-17.82723577,25.82926829,470.7560976
Livny,EUROPE,0.44,52.46590909,37.5530303,269.1590908
Livorno,EUROPE,1.038870637,43.60008796,10.29242352,2463.479831
Ljubljana,AFRICA,2.43,46.13168724,14.50377229,3057.312758
Lobamba,AFRICA,0.23,-26.39492754,31.16666667,257.3478261
Lobatse,AFRICA,0.28,-25.16666667,25.66071429,290.7142858
Lobito,SOUTH AMERICA,0.18,-12.33333333,13.5,822
Lobos,AFRICA,0.21,-35.14285714,-59.1468254,503.2380952
Lodwar,EUROPE,0.27,3.166666667,35.57407407,377.1111111
Lodz,ASIA,5.74,51.79979675,19.3982288,3819.608014
Loei,NORTH AMERICA,0.2,17.50416667,101.6666667,1107.7
Logan,EUROPE,0.88,41.77651515,-111.8693182,2733.761364
Logrono,SOUTH AMERICA,0.63,42.50132275,-2.481481482,3118.746033
Loja,AFRICA,0.53,-3.943396226,-79.25,550.1132075
Lokoja,AFRICA,0.11,7.840909091,6.666666667,143.0909091
Lome,EUROPE,4.28,6.198208723,1.147390966,5048.658878
Lomza,SOUTH AMERICA,0.54,53.2191358,22.02623457,1692.666667
Loncoche,NORTH AMERICA,0.08,-39.33333333,-72.66666667,618
London1,EUROPE,3.17,43.03023134,-81.2891693,814.6466877
London2,EUROPE,59.6,51.53418624,-0.25465604,6183.178691
Londonderry,SOUTH AMERICA,0.73,55.04908676,-7.360730594,2091.328767
Londrina,NORTH AMERICA,2.43,-23.25754458,-51.20953361,6137.884773
Long Beach,ASIA,9.498179776,33.85449066,-118.2103469,13262.82961
Long Xuyen,ASIA,7.091815474,10.3879348,105.3313965,550.0084217
Longjiang,AUSTRALIA,0.36,47.37731481,123.1527778,368.6388884
Longreach,NORTH AMERICA,0.06,-23.41666667,144.2222222,185.6666669
Longview1,NORTH AMERICA,1.36,32.55514706,-94.79227941,4456.235293
Longview2,ASIA,1.02,46.1870915,-122.9803922,3655.147061
Longxi,ASIA,3.24,35.0776749,104.4544753,529.7037036
Longyan,ASIA,1.01,25.12953795,116.980198,2036.405939
Lop Buri,EUROPE,0.96,14.84982639,100.6102431,657.5833337
Lorca,NORTH AMERICA,0.29,37.72126437,-1.744252874,1495.655173
Loreto,SOUTH AMERICA,0.03,26.08333333,-111.4166667,1895.999997
Lorica,EUROPE,0.24,9.260416667,-75.83333333,752.7499998
Lorient,NORTH AMERICA,1.15,47.79130435,-3.426811594,3884.878261
Los Alamos,SOUTH AMERICA,0.27,35.91666667,-106.3333333,1736
Los Andes,NORTH AMERICA,0.18,-32.80092593,-70.66203704,1220.944445
Los Angeles1,SOUTH AMERICA,81.43,34.01273077,-118.0133448,10146.09395
Los Angeles2,SOUTH AMERICA,0.53,-37.41666667,-72.38207547,879.9433962
Los Blancos,SOUTH AMERICA,0.03,-23.58333333,-62.66666667,528
Los Lagos,NORTH AMERICA,0.12,-39.83333333,-72.83333333,362.9999999
Los Mochis,SOUTH AMERICA,1.26,25.84325397,-109.0350529,5833.920635
Los Teques,SOUTH AMERICA,0.466981152,10.49464646,-67.03925926,2337.527739
Lota,ASIA,0.14,-37.05952381,-73.17261905,943.6428611
Louangphrabang,AFRICA,0.38,19.91666667,102.0877193,949.3157898
Loubomo,AFRICA,0.28,-4.157738095,12.625,209.0714285
Louga,NORTH AMERICA,0.22,15.66666667,-16.25,1251
Louisville,NORTH AMERICA,11.01,38.26052074,-85.73970633,6721.647593
Lowell,ASIA,11.58827086,42.69159864,-71.297256,5938.575808
Luan,AFRICA,11.99675656,31.88866381,116.5647607,707.4143468
Luanda,AFRICA,2.8,-8.805357143,13.24047619,8921.564288
Luanshya,AFRICA,0.39,-13.08333333,28.36538462,262.2307693
Luau,AFRICA,0.03,-10.66666667,22.16666667,551
Lubango,AFRICA,0.45,-14.87592593,13.46296296,408.2222223
Lubao,NORTH AMERICA,0.06,-5.333333333,25.70833333,170.0000002
Lubbock,EUROPE,2.4,33.60763889,-101.9222222,6897.941667
Lubeck,EUROPE,2.48,53.92271505,10.65524194,4270.229838
Lublin,AFRICA,2.14,51.29088785,22.52024922,3506.873832
