City,Region,tif_count_2000,tif_count_2021,Latitude,Longitude,2000 Population,2021 Population,Population Change
Arapongas,SOUTH AMERICA,54.99999999,54.99999999,-23.40287879,-51.43727273,42566.99999,112177,69609.99996
Arar,ASIA,33,33,30.98181818,41.0229798,126725.9999,161249.9999,34523.99998
Ararangua,SOUTH AMERICA,40,40,-28.93395833,-49.49791667,20039,53829.99995,33790.99995
Ararat,AUSTRALIA,15,15,-37.28,142.9227778,2384.999993,6956.999985,4571.999992
Arauca,SOUTH AMERICA,12,12,7.079861111,-70.75972222,8719.999979,30670.99993,21950.99995
Araxa,SOUTH AMERICA,38,38,-19.5877193,-46.94210526,39765.99998,92676.99993,52910.99995
Arba Minch,AFRICA,36,36,6.052083333,37.57569444,12098.99998,62460.00014,50361.00016
Arcata,NORTH AMERICA,30,30,40.88194444,-124.0855556,13054.99999,23279.99999,10224.99999
Archangel,EUROPE,314.9999999,319,64.55525762,40.57883807,346438.9997,325550.9998,-20887.99987
Arcoverde,SOUTH AMERICA,14,14,-8.413095238,-37.05654762,83270.99986,60321.99992,-22948.99994
Arctic Bay,NORTH AMERICA,1,1,73.04166667,-85.175,0,439.9999976,439.9999976
Ardabil,ASIA,78.99999999,78.99999999,38.26065401,48.28101266,521092.9995,464087.9996,-57004.99985
Ardmore,NORTH AMERICA,39,39,34.18205128,-97.14337607,19910.99999,21075.99999,1164.999999
Arecibo,SOUTH AMERICA,87,87,18.44521073,-66.76561303,91037.99983,61438.99992,-29598.99991
Arequipa,SOUTH AMERICA,165,165,-16.3929798,-71.53323232,704651,771267.9999,66616.99993
Arezzo,EUROPE,62,62,43.4719086,11.85900538,86297.99996,72317.99998,-13979.99998
Argentia,NORTH AMERICA,4.999999997,5.000000001,47.31333333,-53.99333333,29.99999997,80.99999979,50.99999983
Arica,SOUTH AMERICA,41,40.99999999,-18.47317073,-70.29512195,148955.9999,210797.9998,61841.99991
Arjona,SOUTH AMERICA,15,15,10.26333333,-75.35333333,31821.99995,51150.99992,19328.99997
Armavir,EUROPE,94.00000001,94.00000001,45.00868794,41.1143617,180502.9998,214998.9999,34496.00011
Armenia,SOUTH AMERICA,42,42,4.547420635,-75.68134921,244080,275512,31432.00003
Armidale,AUSTRALIA,28.00000001,28.00000001,-30.50625,151.6571429,6333.99999,20534.99996,14200.99997
Arqalyq,ASIA,34,34,50.25955882,66.90318627,59523.99991,39890.99995,-19632.99996
Arras,EUROPE,90.99999999,90.99999999,50.29413919,2.768956044,88707.99997,64491.99995,-24216.00002
Arrecife,AFRICA,34.99999998,34.99999998,28.97714286,-13.57309524,43870.99991,37179.99993,-6690.999981
Arroyos y Esteros,SOUTH AMERICA,1.999999999,1.999999999,-25.05,-57.10416667,1843.999989,2790.999984,946.9999956
Arsenyev,ASIA,31.99999999,31.99999999,44.16145833,133.2695312,60752.99997,53587.99995,-7165.000018
Artemisa,NORTH AMERICA,23,23,22.82137681,-82.76594203,26769.99995,52701.99993,25931.99998
Artemovsk,ASIA,13,13,54.35448718,93.43461538,977.9999991,1316.999999,338.9999995
Artemovskiy,ASIA,35,35,57.35904762,61.88404762,32104.99995,23146.99999,-8957.999962
Artigas,SOUTH AMERICA,10,10,-30.41083333,-56.48,4848.999993,15769.99997,10920.99997
Arua,AFRICA,735,735,3.136247166,30.87451247,283324.9999,471250.9999,187926
Arusha,AFRICA,34,34,-3.366911765,36.68161765,178040.9999,330507,152466
Arvayheer,ASIA,20,20,46.2725,102.7708333,340,31596.99997,31256.99997
Arviat,NORTH AMERICA,1,1,61.10833333,-94.05833333,0,1584.999991,1584.999991
Arxan,ASIA,8.999999999,8.999999999,47.175,119.9333333,49225.99988,25153.99993,-24071.99995
Arys,ASIA,31.99999999,31.99999999,42.42994792,68.79765625,44820.99998,43287.99995,-1533.000027
Arzamas,EUROPE,91.99999999,91.99999999,55.41059783,43.81902174,116818.9999,100440,-16378.99996
As Salt,ASIA,27,27,32.05092593,35.72222222,43172.99995,148606.9999,105433.9999
As Samawah,ASIA,71.00000001,71.00000001,31.32323944,45.27441315,161822.9998,219773.9998,57951.00002
As Sulaymaniyah,ASIA,68.00000001,68.00000001,35.56887255,45.41887255,588012.9996,404678.9998,-183333.9998
As Sulayyil,ASIA,8.999999998,8.999999998,20.46759259,45.56296296,2775.999985,18959.99992,16183.99994
As Suwayda,ASIA,34,34,32.7120098,36.57107843,86375,113226.9999,26851.99989
Asahikawa,ASIA,187,187,43.7872549,142.3807932,345764.9999,297434.9999,-48329.99996
Asbest,ASIA,69,69,57.0134058,61.46521739,63517.99995,55773.99997,-7743.999982
Ascension,NORTH AMERICA,10,10,31.09833333,-108,1951.999998,8590.999999,6639
Asela,AFRICA,30,30,7.963611111,39.13166667,19602.99992,172901.9999,153298.9999
Ash Shatrah,ASIA,39,39,31.4258547,46.16217949,76821.99994,146911.9998,70089.99983
Ash Shihr,ASIA,13,13,14.76858974,49.60384615,29485.99997,63057.99993,33571.99996
Asha,EUROPE,53,53,55.00314465,57.24669811,31377.99997,26596.99997,-4780.999994
Ashburton1,POLYNESIA,18.30650064,18.30650064,-43.8922975,171.7533626,607.9677931,14076.60987,13468.64208
Ashburton2,POLYNESIA,0.693499362,0.693499362,-43.87501435,171.7333333,9.032206859,303.3901174,294.3579105
Asheville,NORTH AMERICA,291,291,35.56998855,-82.56620848,118926.9999,167921.9999,48994.99997
Ashgabat,ASIA,189,189,37.95163139,58.36141975,384420.9998,564402.9997,179981.9999
Asino,ASIA,24,24,56.99895833,86.1375,34482.99993,13683.99997,-20798.99996
Asmara,AFRICA,109,109,15.33157492,38.92270642,528610.9998,865126.9997,336515.9999
Asosa,AFRICA,9.999999997,9.999999997,10.065,34.53916667,1155.999997,62674.99979,61518.99979
Assab,AFRICA,13,13,13.01282051,42.73461538,19434.99995,78829.99981,59394.99987
Assis,SOUTH AMERICA,81,81,-22.64876543,-50.42294239,96135.99998,104233,8096.999996
Astana,ASIA,193,193,51.16860967,71.42858377,241588.9999,832772.9996,591183.9997
Asti,EUROPE,40.99999999,40.99999999,44.90894309,8.209756098,80853.99995,65192.99997,-15660.99998
Astoria,NORTH AMERICA,12.99999999,15,46.18779762,-123.8372024,9333.99998,9778.99998,445.0000005
Astrakhan,EUROPE,237,237,46.35488748,48.01754571,475505.9995,467009.9997,-8495.999773
Asuncion,SOUTH AMERICA,840,840,-25.31444444,-57.50554563,1739351,2448315,708963.9996
Aswan,AFRICA,72.99999999,72.99999999,24.09006849,32.88732877,308830.9996,325165.9996,16335.00001
Asyut,AFRICA,801.0000001,801.0000001,27.44994798,30.94508947,2598590.997,2949293.997,350703.0008
At Bashy,ASIA,27,27,41.16574074,75.80555556,1732.999999,10257.99998,8524.999981
At Taif,ASIA,105,105,21.29277778,40.41888889,573319.9998,569782.9998,-3536.999975
Atakpame,AFRICA,29,29,7.535057471,1.117528736,3613.000002,90197.99984,86584.99984
Atamyrat,ASIA,27,27,37.82716049,65.19722222,23574.99997,36843.99994,13268.99997
Atar,AFRICA,11,11,20.52121212,-13.05530303,7260.999987,11160.99997,3899.999987
Atasu,ASIA,25,25,48.68633333,71.64266667,23011.99997,20005.99997,-3006.000004
Atbara,AFRICA,38,38,17.71754386,33.98618421,112834.9999,164891.9998,52056.99984
Atbasar,ASIA,36,36,51.81550926,68.34884259,42367.99994,25030.99997,-17336.99997
Athabasca,NORTH AMERICA,4.000000003,4.000000003,54.725,-113.2875,319.9999992,934.9999995,615.0000003
Athens1,NORTH AMERICA,186,186,33.94144265,-83.39816308,84660.99996,127484.9999,42823.99997
Athens2,EUROPE,751.9999998,751.9999999,38.03231383,23.72494459,3251752,3136316,-115436.0001
Atherton,AUSTRALIA,7.999999999,7.999999999,-17.2625,145.4739583,983.9999945,4957.999981,3973.999986
Ati,AFRICA,4.000000001,4.000000001,13.21875,18.33333333,268,37503.99991,37235.99991
Atikokan,NORTH AMERICA,16,16,48.7671875,-91.61927083,4362.999995,2856.999996,-1505.999999
Atkarsk,EUROPE,21,21,51.8797619,44.9968254,23690.99997,15705.99998,-7984.999988
Atlanta,NORTH AMERICA,5733,5733,33.86637595,-84.3521353,3045384,4199750.999,1154367
Atlantic City,NORTH AMERICA,31.99999997,43.99999997,39.35712719,-74.46666667,64235.99995,66779.99993,2543.999983
Atlixco,NORTH AMERICA,36,36,18.91712963,-98.43773148,90139.99994,85612.99996,-4526.999982
Atoyac,NORTH AMERICA,9.000000002,9.000000002,17.21851852,-100.437963,18552.99999,16155,-2397.99999
Atyrau,ASIA,87,87,47.10354406,51.90775862,180454.9999,229022.9999,48568
Auburn,NORTH AMERICA,114,114,32.6253655,-85.43969298,54838.99998,86635.99995,31796.99998
Auckland,POLYNESIA,580.9999998,585,-36.91861778,174.791924,918662.9999,1164507.999,245844.9995
Augsburg,EUROPE,268,268,48.37282338,10.88650498,494596.9997,363955.9998,-130640.9999
Augusta1,NORTH AMERICA,451,451,33.47030673,-82.05685514,250568.9999,269114.9999,18545.99998
Augusta2,NORTH AMERICA,41,41,44.3203252,-69.78739837,14942.99998,24525.99996,9582.999983
Aurangabad1,ASIA,2514.305501,2514.305501,24.74687344,84.39530588,2042654.67,2972576.494,929921.8245
Aurangabad2,ASIA,446,446,19.8759716,75.29893498,991727.9999,1606708.999,614980.9994
Aurora1,NORTH AMERICA,540.2429107,540.2429107,39.66370488,-104.8351164,479801.1385,719738.3073,239937.1688
Aurora2,NORTH AMERICA,2116.853481,2116.853481,41.84434969,-88.19992969,1459709.021,1659580.77,199871.7496
Austin,NORTH AMERICA,1044,1044,30.36375319,-97.7548212,806687.9999,1363383,556694.9998
Autlan,NORTH AMERICA,17,17,19.77598039,-104.370098,46563.99997,56292.99995,9728.999982
Auxerre,EUROPE,52,52,47.82035256,3.5625,45430.99997,22639.99997,-22791.00001
Avare,SOUTH AMERICA,54,54,-23.09290123,-48.92978395,46094.99999,85192.99997,39097.99998
Aweil,AFRICA,8.000000003,8.000000003,8.766666667,27.39583333,2178.999994,36972.99995,34793.99996
Awka,AFRICA,773.3746498,773.3746498,6.131883325,7.068487701,899700.41,1576148.997,676448.5867
Ayacucho,SOUTH AMERICA,30.99999999,30.99999999,-13.15913978,-74.22231183,110064,164795,54730.99997
Ayakoz,ASIA,28,28,47.96934524,80.43065476,41597,49783.99996,8186.99996
Ayapel,SOUTH AMERICA,9.000000001,9.000000001,8.325,-75.1537037,9580.999978,27698.99991,18117.99993
Ayaviri,SOUTH AMERICA,5.000000001,5.000000001,-14.87666667,-70.595,749.0000001,4825.999994,4076.999994
Aydin,ASIA,159,159,37.85089099,27.80597484,221477.9999,236413.9999,14936.00002
Ayorou,AFRICA,3.000000003,3.000000003,14.73888889,0.913888889,921.999996,10150.99996,9228.999961
Ayounel el Atrous,AFRICA,2,2,16.6625,-9.625,104.9999994,7271.999963,7166.999964
Ayr1,EUROPE,54.99999997,55.99999998,55.46704204,-4.623723724,64868.99994,64726.99993,-142.0000115
Ayr2,AUSTRALIA,12,12,-19.56597222,147.4055556,2232,8081.999981,5849.999981
Ayutthaya,ASIA,78,78,14.36111111,100.582906,184444.9996,148001.9999,-36442.99972
Az Aubayr,ASIA,76,76,30.38673246,47.70164474,121024.9999,133541.9999,12517.00003
Az Zahran,ASIA,175.6969221,175.6969221,26.31771784,50.16459231,609949.4241,523297.2236,-86652.20051
Az Zarqa,ASIA,138.5480101,138.5480101,32.06992867,36.08124461,630519.741,1167673.549,537153.8076
Az Zawiyah,AFRICA,58,58,32.76666667,12.70043103,106311,36153,-70157.99996
Azare,AFRICA,25,25,11.68,10.192,90073.99993,159656,69582.00004
Azogues,SOUTH AMERICA,71.97998246,71.97998246,-2.741059992,-78.86897517,25491.15921,62708.01909,37216.85988
Azul,SOUTH AMERICA,40,40,-36.77645833,-59.86666667,58342.99998,34914.99998,-23428
Babahoyo,SOUTH AMERICA,30,30,-1.7925,-79.52277778,25554.00001,93687.99995,68133.99995
Babanusa,AFRICA,14,14,11.33214286,27.80654762,3912.999993,25582.99996,21669.99997
Babati,AFRICA,4.999999999,4.999999999,-4.206666667,35.74166667,2832.999984,30116.99987,27283.99988
Babruysk,EUROPE,121,121,53.15061983,29.20475207,253603.9999,214256.9999,-39346.99998
Bac Giang,ASIA,1840.673624,1840.673624,21.19596087,106.1901118,1996059.853,2625117.908,629058.0551
Bac Lieu,ASIA,1256.133746,1256.133746,9.431919626,105.7588652,1069372.708,1251697.935,182325.2277
Bacabal,SOUTH AMERICA,13,13,-4.220512821,-44.78974359,10639.99999,48476.99998,37836.99999
Bacau,EUROPE,103,103,46.56674757,26.88972492,299633.9997,142348.9998,-157284.9999
Bacolod,MALAY ARCHIPELAGO,389.2883074,389.2883075,10.70200506,122.9888637,852622.5154,891697.3604,39074.84507
Badajoz,EUROPE,68.99999999,68.99999999,38.86183575,-6.970772947,113699.9998,79149.99987,-34549.99995
Baddeck,NORTH AMERICA,3.999999993,3.999999997,46.10416667,-60.75833333,9.999999997,793.9999971,783.9999971
Badulla,ASIA,512.8189199,512.8189199,6.925491361,80.92976843,199385.524,595813.9705,396428.4465
Bafang,AFRICA,22,22,5.164772727,10.1844697,34293.99995,71780.99994,37486.99999
Bafata,AFRICA,21,21,12.18293651,-14.66309524,3557.99999,73072.99984,69514.99985
Bafia,AFRICA,6.999999998,6.999999998,4.752380952,11.22380952,1844.999991,38690.99989,36845.9999
Bafoussam,AFRICA,1041.175449,1041.175449,5.505867587,10.32077834,594399.9163,781734.9464,187335.03
Bafra,ASIA,79,79,41.57848101,35.88154008,122490.9999,94612.99995,-27877.99997
Bagamoyo,AFRICA,1.000000002,1.000000002,-6.441666667,38.89166667,624.9999952,4748.999984,4123.999988
Bage,SOUTH AMERICA,65,65,-31.31794872,-54.10897436,115996.9999,111081.9999,-4914.999993
Baghdad,ASIA,819,819,33.33686406,44.39760887,5381392.998,4704501.998,-676891.0005
Baghlan,ASIA,168,168,36.20441468,68.76269841,100401.9999,113742.9999,13340.99998
Bago,ASIA,64,64,17.34518229,96.48502604,224784.9997,297793.9999,73009.00022
Baguio City,MALAY ARCHIPELAGO,108,108,16.42523148,120.5945988,476472.9997,498049.9997,21577.00001
Bahawalpur,ASIA,3555.193059,3555.193059,29.60955269,71.75151099,3346281.32,3832659.037,486377.7168
Bahia Blanca,SOUTH AMERICA,208,208,-38.71850962,-62.26414263,253392,284228.9999,30836.99992
Bahir Dar,AFRICA,61.00000001,61.00000001,11.54672131,37.42308743,43920.9999,244101.9999,200181
Bahraich,ASIA,5693.627599,5693.627599,27.51833219,81.84342685,2113794.374,4646719.674,2532925.301
Baia Mare,EUROPE,61.00000001,61.00000001,47.66106557,23.5739071,150098.9999,119558.9999,-30540
Baicheng,ASIA,178,178,45.64077715,122.8253277,305882.9999,250905.9999,-54977.00006
Baie-Comeau,NORTH AMERICA,17.99999999,18.99999999,49.21801802,-68.1786036,5667.999992,8195.999984,2527.999992
Baiquan,ASIA,40,40,47.61625,126.0708333,102017.9999,47748.99992,-54268.99995
Bairnsdale,AUSTRALIA,22,22,-37.8219697,147.6185606,1004.999998,11526.99998,10521.99999
Bakal,EUROPE,19,19,54.94385965,58.79868421,18749.99997,11893.99998,-6855.999988
Baker Lake,NORTH AMERICA,1,1,64.325,-96.025,1.42E-05,1310.999993,1310.999979
Bakersfield,NORTH AMERICA,411,411,35.36709246,-119.0465937,343276.9999,521108.9999,177831.9999
Baku,ASIA,380,379.9999999,40.42059211,49.87682018,1898372.999,1585959.999,-312412.9999
Balakhna,EUROPE,57.00000001,57.00000001,56.51052632,43.57090643,75608.99994,22212.99998,-53395.99995
Balakovo,EUROPE,83,83,52.01536145,47.79297189,192797.9997,133928.9999,-58868.99982
Balancan,NORTH AMERICA,4.999999998,4.999999998,17.80666667,-91.54166667,742.9999983,4127.999985,3384.999986
Balashov,EUROPE,68,68,51.54546569,43.17218137,97468.99995,53750.99996,-43717.99999
Balboa,SOUTH AMERICA,18.88909479,18.88909479,8.976530832,-79.57033586,76847.94427,44344.30954,-32503.63474
Balcarce,SOUTH AMERICA,27,27,-37.84722222,-58.26512346,15967,23361.99999,7394.999988
Baleshwar,ASIA,3413.594668,3413.594668,21.35202967,86.78782822,2268632.307,3081965.139,813332.8316
Balikesir,ASIA,113,113,39.64830383,27.90376106,265313,227041.9999,-38271.00004
Balikpapan,MALAY ARCHIPELAGO,74.9999999,75.99999992,-1.245364238,116.8423289,265470,387971.9996,122501.9997
Balkanabat,ASIA,38,38,39.51491228,54.35899123,107718,96846.99992,-10871.00003
Balkh,ASIA,404.3252611,404.3252611,36.72758652,66.85742703,125359.1813,159192.9845,33833.80323
Ballarat,AUSTRALIA,93.00000001,93.00000001,-37.55752688,143.8445341,54125.00001,78251.99997,24126.99996
Ballina,AUSTRALIA,23.00000001,23.00000001,-28.85507246,153.5601449,802.9999998,16682.99996,15879.99996
Balqash,ASIA,26,26,46.84615385,74.96955128,84982.99994,84810.99987,-172.0000644
Balsas,SOUTH AMERICA,17,17,-7.520098039,-46.04607843,42996.99993,70155.99993,27159
Baltasar Brum,SOUTH AMERICA,1.999999998,1.999999998,-30.72083333,-57.33333333,18.99999998,1600.999992,1581.999992
Balti,EUROPE,70,70,47.76154762,27.89869048,285327.9997,122793.9999,-162533.9998
Baltimore,NORTH AMERICA,1847.099901,1888.099901,39.26390813,-76.65606646,1775527.914,1998935.259,223407.3447
Balykchy,ASIA,38,38,42.46491228,76.18464912,63030.99997,29035.99998,-33994.99999
Balyqshy,ASIA,23.2668437,23.2668437,47.0824593,51.87151255,28333.84843,35820.17626,7486.327833
Bama,AFRICA,19,19,11.52061404,13.6872807,43025.99991,86551.99981,43525.99991
Bamako,AFRICA,206,206,12.63033981,-7.991585761,879774.9997,2189147.999,1309372.999
Bambari,AFRICA,12,12,5.767361111,20.66736111,35615.00001,40799.99992,5184.99991
Bamenda,AFRICA,340,340,6.009264706,10.06813725,233937.9999,504345.9997,270407.9998
Bamian,ASIA,1.000000001,1.000000001,34.83333333,67.525,97.99999904,53.99999933,-43.99999971
Banamba,AFRICA,3.000000002,3.000000002,13.55,-7.45,1491.999992,13685.99993,12193.99994
Banda Aceh,MALAY ARCHIPELAGO,257,257,5.526232166,95.3788262,353333.9999,464431.9996,111097.9997
Bandar Lampung,MALAY ARCHIPELAGO,159,161,-5.399166667,105.2604948,699074.9999,1127977.999,428902.9995
Bandar Seri Begawan,MALAY ARCHIPELAGO,170,170,4.914411765,114.9046569,113319.9998,253672.9996,140352.9999
Bandar-e Bushehr,ASIA,48.99999995,48.99999997,28.94183673,50.83367347,168917.9997,217190.9997,48272.99993
Bandar-e-Abbas,ASIA,73.99999996,73.99999998,27.19470721,56.2829955,373016.9997,483484.9997,110468
Bandjarmasin,MALAY ARCHIPELAGO,135,135,-3.329259259,114.6003086,516155,788867.9993,272712.9993
Bandundu,AFRICA,33,33,-3.303535354,17.37752525,89144.99986,191231.9998,102087
Bandung,MALAY ARCHIPELAGO,10345.84455,10351.84455,-6.746042687,108.0628661,14393831.6,21696594.66,7302763.063
Banes,NORTH AMERICA,11,11,20.96363636,-75.72575758,18973.99997,24626.99996,5652.999984
Banff,NORTH AMERICA,1.000000002,1.000000002,51.18333333,-115.575,6.999999987,3940.999983,3933.999983
Banfora,AFRICA,9.999999999,9.999999999,10.63666667,-4.761666667,6234.999979,60407.99985,54172.99987
Bangalore,ASIA,3401,3401,12.84926247,77.71786974,8204905.999,11744323.99,3539417.996
Bangassou,AFRICA,24,24,4.742708333,22.81770833,11759.99998,31881.99997,20121.99998
Banghazi,AFRICA,129.9999999,130,32.11288462,20.10294872,577345.9999,491969.9999,-85376.00006
Bangkok,ASIA,2829,2829,13.77849063,100.555588,8597929.997,14085034.99,5487104.998
Bangor,NORTH AMERICA,88.00000001,88.00000001,44.81145833,-68.78560606,38232.99998,52849.99996,14616.99998
Banguela,AFRICA,16.99999999,17,-12.5745098,13.4127451,31751.00007,288454.9999,256703.9998
Bangui,AFRICA,121,121,4.390151515,18.54628099,429850.9998,1069329.999,639478.9994
Bani Walid,AFRICA,28,28,31.75654762,13.99136905,211.9999999,32163.99999,31951.99999
Banja Luka,EUROPE,99.00000001,99.00000001,44.80260943,17.20252525,204189.9999,152279.9999,-51909.99999
Banjul,AFRICA,6.999999995,7.999999989,13.46,-16.58611111,64447.99985,36441.99993,-28005.99992
Bannu,ASIA,704,704,32.89410511,70.6003196,554077.9997,765433.9995,211355.9998
Bansang,AFRICA,1.000000002,1.000000002,13.43333333,-14.65833333,128.9999995,3861.99998,3732.999981
Banska Bystrica,EUROPE,64,64,48.74127604,19.14348958,84979.99997,74605.99996,-10374.00001
Banyuwangi,MALAY ARCHIPELAGO,60.00000002,60.00000002,-8.204027778,114.3373611,60701.99992,196226.9998,135524.9999
Baoding,ASIA,7808.027186,7808.027186,38.85429126,115.7284026,6452665.611,7041536.114,588870.5028
Baoji,ASIA,2846.750464,2846.750464,34.38448743,107.609726,2412343.943,2674978.489,262634.5463
Baoshan,ASIA,204,204,25.12373366,99.19285131,382668.9995,555613.9991,172944.9997
Baotou,ASIA,95,95,40.59105263,109.9905263,317060.9998,498080.9996,181019.9998
Baqubah,ASIA,104,104,33.74935897,44.62211538,194701.9998,327154.9996,132452.9999
Bar Harbor,NORTH AMERICA,7.000000001,7.000000001,44.39166667,-68.2202381,2775.99999,2799.999988,23.99999829
Barabinsk,ASIA,25.00000001,25.00000001,55.35933333,78.34633333,31001.99995,14420,-16581.99994
Barahona,SOUTH AMERICA,29,29,18.22155172,-71.11436782,112624.9999,82803.99994,-29820.99998
Baramula,ASIA,915.1330531,915.1330531,34.25465334,74.42980105,495023.0657,802054.3569,307031.2912
Baranavichy,EUROPE,73,73,53.13287671,26.0140411,246666.9999,166079.9999,-80586.99999
Barbacena,SOUTH AMERICA,67,67,-21.20522388,-43.77624378,19567,125240,105673
Barcaldine,AUSTRALIA,3.999999998,3.999999998,-23.55208333,145.28125,257.9999995,989.9999962,731.9999967
Barcelona1,EUROPE,1425,1425,41.4902924,2.108479532,4197558.999,4171285.997,-26273.00123
Barcelona2,SOUTH AMERICA,164,164,10.16737805,-64.66021341,399717.9998,645012.9997,245294.9999
Barcelos,SOUTH AMERICA,3.999999998,3.999999998,-0.972916667,-62.92708333,65.99999972,11435.99996,11369.99996
Barddhaman,ASIA,9058.595445,9058.595445,23.41313475,87.70259164,10536092.99,10107808.59,-428284.4035
Bareilly,ASIA,7856.897039,7856.897039,28.35550203,79.43473474,6396076.805,8609374.736,2213297.932
Bari,EUROPE,288,288,41.10422454,16.82766204,521731.9995,480865.9997,-40865.99986
Barinas,SOUTH AMERICA,87,87,8.631130268,-70.22509579,192910.9999,262865,69954.00007
Barisal,ASIA,5487.632317,5487.632317,22.66927639,90.28574074,2337977.943,5674983.253,3337005.311
Barlett,NORTH AMERICA,410.2042489,410.2042489,35.161745,-89.83397383,228204.9326,316837.7843,88632.85168
Barletta,EUROPE,33.00000001,33.00000001,41.31868687,16.27878788,98516.99994,86715.99996,-11800.99998
Barnaul,ASIA,246,246,53.35240515,83.70331978,517394.9998,435354.9999,-82039.99991
Barquisimeto,SOUTH AMERICA,219,219,10.0553653,-69.33557839,948768.9996,959900.9996,11132.00001
