City,Region,tif_count,Latitude,Longitude,Crop Land,Grazing Land,Area
Makeni,AFRICA,0.190000152,8.9166271,-12.0834005,0.259935528,0.411875646,16.54923226
Makhachkala,EUROPE,1.747524338,43.01332045,47.42177078,0.115370055,0.093149951,205.5441007
Makhambet,EUROPE,0.030000024,47.7499449,51.5832407,0.001756048,0.427633751,3.834054906
Makinsk,ASIA,0.270000216,52.6666096,70.37049281,0.127690311,0.131623659,38.28436798
Makiyivka,EUROPE,2.193116305,48.09381551,37.94353096,0.093134557,0.013726314,282.3469173
Makkah,ASIA,2.660002128,21.4674125,39.80701558,0.001793756,0.043967202,245.9046685
Makokou,AFRICA,0.10000008,0.583333333,12.8332562,0.039395256,0.447171877,8.605991766
Makoua,AFRICA,0.15000012,0.01677466,15.5832551,0.089217119,0.512234428,12.90836372
Makurdi,AFRICA,1.260001008,7.783712773,8.521827816,0.458512209,0.305824291,109.428366
Malabo,AFRICA,0.010000008,3.4166293,8.584012566,0.000586877,0.001175844,0.862034281
Malacca,ASIA,3.70000296,2.302476467,102.21327,0.399101423,0.012715233,318.6553368
Maladzyechna,EUROPE,0.520000416,54.33335332,26.80770505,0.163309443,0.034097268,76.7076346
Malaga,EUROPE,1.080000864,36.75307797,-4.478413246,0.023308387,0.001243935,115.9466413
Malakal,AFRICA,0.220000176,9.5832935,31.60624536,0.123263943,0.427592709,19.19733063
Malang,MALAY ARCHIPELAGO,59.02734659,-7.94171007,112.1717394,0.537768705,0.110515215,5129.396775
Malanje,AFRICA,0.430000344,-9.5000322,16.30817059,0.041682389,0.420294228,37.52319278
Malargue,SOUTH AMERICA,0.160000128,-35.4166885,-69.63529519,0.114396077,0.349246056,16.90747649
Malatya,ASIA,1.470001176,38.38777708,38.24035273,0.209942555,0.068264606,161.2918522
Maldonado,SOUTH AMERICA,0.4379868,-34.86527702,-54.99176662,0.108206798,0.124182297,45.96145873
Male,ASIA,0,,,0,0,3.451389117
Malegaon,ASIA,4.820003856,20.59904967,74.32900432,0.595507429,0.012252375,442.9935033
Malindi,AFRICA,0.360000288,-3.16203318,40.06713942,0.351285138,0.28175465,31.02849082
Mallawi,AFRICA,4.3147933,27.66658864,30.77061135,0.54506226,0,419.0949997
Malmo,EUROPE,2.420001936,55.64016305,12.99865069,0.113563633,0.002247733,368.6089782
Mamou,AFRICA,0.190000152,10.4166265,-12.14027662,0.1663829,0.305493612,16.62198319
Man,AFRICA,0.410000328,7.445159006,-7.581352951,0.480269815,0.280456488,35.58020462
Manacapuru,SOUTH AMERICA,0.110000088,-3.2500347,-60.6667144,0.077589829,0.058359308,9.481787432
Manado,MALAY ARCHIPELAGO,0.720000576,1.511583206,124.8147776,0.442646949,0.059744847,61.98061579
Managua,NORTH AMERICA,1.569805317,12.16718269,-86.30627433,0.151450244,0.141695323,138.1946766
Manama,ASIA,2.319890256,26.20257549,50.50180321,0.016745383,0.004311324,222.4432815
Mananjary,AFRICA,0.040000032,-21.1666942,48.333242,0.039658143,0.112446545,3.692774912
Manaus,SOUTH AMERICA,2.880002304,-3.025463939,-60.03963918,0.026156865,0.020260694,248.1957741
Manbij,ASIA,0.380000304,36.5832827,37.91226236,0.378289728,0.056039585,40.69512152
Manchester1,NORTH AMERICA,3.129545546,42.97444909,-71.5173628,0.017720204,0.019739472,367.8335927
Manchester2,EUROPE,20.52975445,53.56108196,-2.335704812,0.06336124,0.042304407,2971.436576
Mandalay,ASIA,1.70000136,21.99264441,96.05589537,0.33314426,0.002997589,157.731009
Mandalgovi,ASIA,0.05000004,45.833279,106.2498855,0,0.383994543,6.167869458
Mandali,ASIA,0.020000016,33.7504455,45.4999098,0.159141845,0.032069882,2.069867011
Mandera,AFRICA,0.15000012,3.9999624,41.8332446,0.115202157,0.026477586,12.93885364
Mandritsara,AFRICA,0.040000032,-15.83321467,48.75036617,0.057321584,0.710496597,3.578128585
Mandurah,AUSTRALIA,0.190000152,-32.500023,115.6929887,0.067504433,0.116394452,19.39348564
Mandya,ASIA,1.490001192,12.57941035,76.84677755,0.44737597,0.009448526,131.354599
Mangai,AFRICA,0.040000032,-4.0000344,19.4999202,0.160834794,0.12473841,3.450847769
Mangalore,ASIA,2.760002207,13.00694654,74.80101329,0.178995836,0.045113511,243.7276918
Mango,AFRICA,0.20000016,10.4166265,0.4165945,0.521381396,0.345129141,17.49615833
Mangochi,AFRICA,1.840001472,-14.49184522,35.17847293,0.405512654,0.22594476,163.5757374
Manhattan,NORTH AMERICA,0.620000496,39.2472768,-96.6290387,0.170282055,0.199963174,68.84440727
Manicore,SOUTH AMERICA,0.080000064,-5.7500337,-61.3333808,0.059595062,0.188715034,6.920064653
Manila,MALAY ARCHIPELAGO,107.1792201,15.3607157,120.7275224,0.562466271,0.026814224,9564.653591
Manisa,ASIA,1.360001088,38.68014478,27.37313982,0.217189766,0.039633642,149.8446639
Manizales,SOUTH AMERICA,0.640000512,5.106780332,-75.5416562,0.045903353,0.151643865,55.29192334
Manja,AFRICA,0.020000016,-21.4166941,44.25080763,0.000323739,0.757650707,1.848984677
Manjimup,AUSTRALIA,0.090000072,-34.19439243,116.0832149,0.179794489,0.480825701,9.369278572
Mankato,NORTH AMERICA,0.70000056,44.21193541,-94.04285713,0.294460886,0.068177448,83.97989724
Mannheim,EUROPE,9.40000752,49.48766957,8.501331422,0.079480384,0.001616737,1244.202056
Manokwari,MELANESIA,0.180000144,-0.833369,134.0140425,0.19833121,0.019530899,15.49178979
Manono,AFRICA,0.180000144,-7.2500331,27.4165837,0.145310773,0.104320768,15.61616607
Manpo,ASIA,0.670000536,41.17661926,126.2101131,0.0745771,0,76.56597886
Mansa,AFRICA,0.080000064,-11.1666982,28.8332498,0.32215125,0.551538327,7.018170187
Mansehra,ASIA,8.831829238,34.40131439,73.17639033,0.494817573,0.008407779,920.6633413
Mansfield,NORTH AMERICA,1.370001096,40.80777174,-82.57116701,0.181846125,0.120852545,155.6479125
Manta,SOUTH AMERICA,0.540000432,-0.929028196,-80.75464727,0.084241072,0.17992332,46.47681163
Manukau,POLYNESIA,2.474859053,-36.92668478,174.8426649,0.000356661,0.008539608,266.5778521
Manyoni,AFRICA,0.010000008,-5.7500337,34.8332474,0.27407929,0.197337958,0.864966539
Manzanillo1,NORTH AMERICA,0.260000208,19.10899784,-104.3333636,0.169724069,0.139084358,23.6736904
Manzanillo2,NORTH AMERICA,0.240000192,20.38550123,-77.16669065,0.188414429,0.176986155,22.02642644
Manzhouli,ASIA,0.320000256,49.62510118,117.4114509,0.037254642,0.183170366,42.47406803
Mao,AFRICA,0.120000096,14.166625,15.24998701,0.000138698,0.80730927,10.64838632
Maoming,ASIA,26.97699974,21.81258301,110.8999513,0.229740779,0.286378548,2607.088544
Mapai,AFRICA,0.010000008,-22.8333602,31.9165819,0.012606354,0.223653465,0.933812485
Maputo,AFRICA,4.060003248,-25.84010649,32.4909571,0.141003648,0.364174027,388.3375957
Maqat,ASIA,0.080000064,47.6666116,53.30199001,0,0.423616399,10.21911568
Mar de Ajo,SOUTH AMERICA,0.379704304,-36.66886024,-56.7500493,0.211879323,0.138539421,40.79248937
Mar del Plata,SOUTH AMERICA,2.80000224,-37.96219645,-57.6315511,0.123553808,0.053781612,305.7833576
Maraba,SOUTH AMERICA,0.2500002,-5.319966139,-49.16663521,0.216532328,0.127089919,21.60798266
Maracaibo,SOUTH AMERICA,3.340002672,10.67863499,-71.70085789,0.060532105,0.087202524,292.4523966
Maracaju,SOUTH AMERICA,0.140000112,-21.5833607,-55.19038345,0.436809347,0.392649845,12.95955786
Maradi,AFRICA,0.730000584,13.54795483,7.079864597,0.683639488,0,64.6070528
Maragheh,ASIA,0.40000032,37.42292941,46.20421193,0.226526667,0.126277817,43.32546642
Marbella,EUROPE,1.290001032,36.54525531,-4.947027864,0.0694104,0.035507224,138.0975811
Mardan,ASIA,43.5291692,34.24997478,72.06952712,0.615893107,0.006937894,4529.56198
Mardin,ASIA,0.230000184,37.34419625,40.68480951,0.217343703,0.056931277,24.88751219
Maria Elena,SOUTH AMERICA,0.040000032,-22.33322507,-69.70815678,0,0.000623661,3.721597506
Maribor,EUROPE,0.970000776,46.56701198,15.60057439,0.112216036,0.084479288,121.3403123
Maridi,AFRICA,0.030000024,4.944659578,29.4165829,0.641638204,0.210231829,2.59120191
Mariental,AFRICA,0.120000096,-24.5833595,17.9165875,0.023568729,0.071906218,11.36013202
Marietta,NORTH AMERICA,17.4198148,34.0015537,-84.63156405,0.036501907,0.025202816,1807.356756
Mariinsk,ASIA,0.540000432,56.2561685,87.70834525,0.09194394,0.016839662,83.57697822
Marilia,SOUTH AMERICA,1.340001072,-22.16976481,-49.98570581,0.32329221,0.20523948,124.5588992
Marinette,NORTH AMERICA,0.440000352,45.15341643,-87.6667036,0.041779006,0.077510873,53.64563321
Maringa,SOUTH AMERICA,1.65000132,-23.38585941,-51.96263711,0.372252144,0.111411445,154.7463733
Marion,NORTH AMERICA,0.55000044,40.58485323,-85.71056831,0.320595679,0.062170886,62.29019384
Mariupol,EUROPE,2.130001704,47.16157209,37.52738943,0.061640035,0.009436622,269.3618852
Markala,AFRICA,0.130000104,13.73720179,-6.0834029,0.28822451,0.3043156,11.51399355
Maroantsetra,AFRICA,0.130000104,-15.4102174,49.67960738,0.117294026,0.186568344,11.60554589
Maroua,AFRICA,0.580000464,10.65517377,14.28593564,0.778502934,0.02827865,50.77910335
Marovoay,AFRICA,0.05000004,-16.08330377,46.5832427,0.045507667,0.411948968,4.478492389
Marquette,NORTH AMERICA,0.340000272,46.5832787,-87.44852286,0.023025371,0.014286751,42.54459954
Marrakesh,AFRICA,2.80000224,31.68689953,-8.031245059,0.153936816,0.134131689,283.0411205
Marrupa,AFRICA,0.130000104,-13.16667376,37.46799558,0.233238963,0.494706491,11.49041245
Marsabit,AFRICA,0.140000112,2.375147716,37.9643231,0.002677597,0,12.05780343
Marsala,EUROPE,0.280000224,37.8332822,12.4165897,0.06421585,0.054053781,30.49258106
Marseille,EUROPE,5.780004624,43.4026846,5.351649005,0.058180719,0.001634197,684.1384727
Martapura,MALAY ARCHIPELAGO,1.584808504,-3.387233185,114.7639531,0.528391692,0.106954407,136.6262262
Mary,ASIA,1.260001008,37.64419771,61.80622001,0.262477369,0.003201097,136.8674686
Mary borough,AUSTRALIA,0.2500002,-25.5000258,152.6665336,0.189230375,0.12168427,23.84269399
Maryborough,AUSTRALIA,0.140000112,-37.0000212,143.6729521,0.066153606,0.245249628,15.09482854
Marzuq,AFRICA,0.30000024,25.98057099,13.85841092,0,0,28.70591327
Masaka,AFRICA,13.68001094,-0.239400808,31.67301324,0.618152367,0.215495177,1177.263939
Masan,ASIA,2.290001832,35.2452695,128.5993348,0.063889774,0.000347219,241.1868333
Masasi,AFRICA,0.180000144,-10.6666984,38.7499125,0.403237117,0.395873619,15.76586651
Mascara,AFRICA,0.520000416,35.42467755,0.084919299,0.464005691,0.026027046,54.8927914
Maseru,AFRICA,1.880001504,-29.30984277,27.49336522,0.124402987,0.288232801,185.609873
Mashhad,ASIA,3.120002496,36.35497085,59.5405977,0.088744424,7.46E-05,333.2056677
Masindi-Port,AFRICA,0.040000032,1.7499633,31.9999152,0.459475706,0.415606968,3.443753479
Masjed Soleyman,ASIA,0.460000368,31.98733368,49.24276161,0.000848129,0.304510121,46.65377467
Mason City,NORTH AMERICA,0.45000036,43.17223998,-93.2518634,0.310806785,0.025305722,53.07731776
Massawa,AFRICA,0.230000184,15.6666244,39.4165789,0.001295636,0.312473863,20.55129756
Masterton,POLYNESIA,0.2500002,-40.9166863,175.6034187,0.110775764,0.30088264,28.48515601
Masvingo,AFRICA,0.210000168,-20.0118928,30.76995776,0.067935947,0.046447771,19.23974571
Matadi,AFRICA,0.120000096,-5.79853257,13.49304266,0.049276641,0.154354951,10.38040513
Matagalpa,NORTH AMERICA,0.190000152,12.97811565,-85.97356337,0.161864,0.387499477,16.77587759
Matagami,NORTH AMERICA,0.05000004,49.8332774,-77.6667076,0.005458529,0.001103625,6.6606432
Matamoros,NORTH AMERICA,2.670002136,25.94225844,-97.53183234,0.102861381,0.177781064,255.4219807
Matanzas,NORTH AMERICA,0.490000392,23.08330656,-81.60543332,0.21448737,0.22282959,45.82436802
Matara,ASIA,8.324698674,6.181408409,80.2240755,0.343380711,0.034809978,909.002739
Mataram,MALAY ARCHIPELAGO,1.949712378,-8.580454695,116.0890506,0.409266169,0.036141841,169.6995939
Mataro,EUROPE,0.910525094,41.57375681,2.344269867,0.043782666,2.92E-05,114.9898648
Matehuala,NORTH AMERICA,0.35000028,23.69052165,-100.6714422,0.073774145,0.601080286,32.88232837
Mathura,ASIA,21.31216565,27.72228318,77.50058389,0.619218842,0.00878625,2071.089575
Mato Grosso,SOUTH AMERICA,0.020000016,-14.99973,-60.000048,0.058779644,0.267119085,1.781864239
Matola,AFRICA,1.639129241,-25.84621946,32.42931997,0.137804666,0.431375472,156.7919757
Matruh,AFRICA,0.410000328,31.39838461,27.20123773,0.057594652,0,41.3122122
Matsue,ASIA,0.810000648,35.50101579,133.036084,0.137230472,0.006656857,85.572818
Matsumoto,ASIA,1.310001048,36.23028336,137.9185256,0.188128361,0.006595604,139.68081
Matsuyama,ASIA,2.630002104,33.8621573,132.7271659,0.113921582,0.006789196,272.4315655
Maturin,SOUTH AMERICA,0.920000736,9.796207777,-63.22193652,0.109350963,0.352410954,80.3326118
Maues,SOUTH AMERICA,0.090000072,-3.333368,-57.7500489,0.0447136,0,7.758596725
Maumere,MALAY ARCHIPELAGO,1.019816129,-8.593968728,122.1748476,0.34184926,0.212883865,88.78461357
Maun,AFRICA,0.230000184,-19.94203266,23.3841535,0.001037503,0.421275138,21.06233296
Mawlamyine,ASIA,0.5000004,16.5216837,97.60502224,0.352919109,0.010470472,44.87221321
Maxixe,AFRICA,1.540001232,-23.87499727,35.25322777,0.25752936,0.477605303,144.9736845
May Pen,SOUTH AMERICA,1.070000856,17.99996487,-77.30372946,0.358629398,0.276847665,96.79683036
Mayaguez,SOUTH AMERICA,4.254939494,18.37131616,-67.17636442,0.180647698,0.099803985,397.5054164
Maykop,EUROPE,0.920000736,44.64946118,40.06067693,0.164883739,0.005809397,111.2014837
Mazabuka,AFRICA,0.15000012,-15.83334322,27.72224993,0.186787544,0.153086454,13.41896116
Mazar-e Sharif,ASIA,5.210004168,36.75897746,66.87235308,0.400374688,0.060392769,559.3469413
Mazatenango,NORTH AMERICA,0.160000128,14.5832915,-91.55726067,0.249425701,0.087392646,14.22396512
Mazatlan,NORTH AMERICA,0.880000704,23.29735464,-106.4516905,0.111761117,0.109452056,82.42467376
Mazyr,EUROPE,0.430000344,52.0832765,29.18797868,0.119620724,0.069880983,60.15978545
Mbabane,AFRICA,0.370000296,-26.26125923,31.0832489,0.058905887,0.383481531,35.52186615
Mbaiki,AFRICA,0.040000032,3.9166291,17.9169835,0.358236707,0.286379756,3.450092271
Mbala,AFRICA,0.090000072,-8.833221504,31.3332488,0.102740182,0.48145521,7.838209378
Mbale,AFRICA,3.550009945,1.046963971,34.10235833,0.690514695,0.161254638,305.5462889
Mbalmayo,AFRICA,0.130000104,3.576914415,11.4680489,0.579923971,0.086329658,11.20836551
Mbandaka,AFRICA,0.480000384,0.0832973,18.23434527,0.095179273,0.101937072,41.30677312
Mbanza-Congo,AFRICA,0.080000064,-6.2500335,14.17719991,0.222164262,0.669966442,6.92587277
Mbanza-Ngungu,AFRICA,0.370000296,-5.195934057,14.8332554,0.03497971,0.236341454,31.97435949
Mbarara,AFRICA,4.440003552,-0.551606378,30.6073604,0.631250242,0.226822479,382.1085799
Mbe,AFRICA,0.040000032,7.9166275,13.5832559,0.322642583,0.036812044,3.474862194
Mbeya,AFRICA,0.590000472,-8.861559405,33.41244531,0.331356616,0.23205444,51.39274349
Mbuji-Mayi,AFRICA,1.85000148,-6.095035083,23.55450233,0.041854376,0.062770375,160.1191295
Mbulu,AFRICA,0.110000088,-3.825760712,35.4999138,0.31715503,0.450193935,9.487574016
McAlester,NORTH AMERICA,0.390000312,34.98290724,-95.8162125,0.168295819,0.367769949,40.937631
McAllen,NORTH AMERICA,3.881128888,26.27361685,-98.31009043,0.204524996,0.226206587,372.3392021
McCook,NORTH AMERICA,0.15000012,40.2499479,-100.6666984,0.323303014,0.11878678,16.90159196
McGrath,NORTH AMERICA,0.010000008,62.9999388,-155.6665787,0,0,1.892570253
Meadow Lake,NORTH AMERICA,0.15000012,54.166609,-108.5000095,0.293994313,0.003067097,22.02854558
Medan,MALAY ARCHIPELAGO,17.23001378,3.69791141,98.60398706,0.441176072,0.054716889,1485.768192
Medani,AFRICA,1.15000092,14.44203078,33.50361206,0.521334599,0.078745076,102.1737541
Medea,AFRICA,0.65000052,36.31409865,2.723105049,0.40553993,0.009695397,69.37743699
Medellin,SOUTH AMERICA,2.760002208,6.277779709,-75.62621013,0.006461875,0.178558739,238.9268029
Medford,NORTH AMERICA,1.340001072,42.3756282,-122.9060901,0.151707278,0.102628624,155.9961874
Medicine Hat,NORTH AMERICA,0.730000584,50.0776079,-110.7180301,0.073014658,0.167147945,97.78660733
Medina,ASIA,2.0000016,24.50959248,39.56753515,0.026372275,0.290747498,189.0908351
Medinipur,ASIA,73.54728821,22.48671993,87.23117096,0.597996846,0.017167344,6848.144865
Mednogorsk,EUROPE,0.130000104,51.42328143,57.55774349,0.2396722,0.087136385,17.93488549
Meekatharra,AUSTRALIA,0.010000008,-26.5833587,118.4177413,0,0.797578541,0.962391277
Meerut,ASIA,94.37871893,29.09434032,77.82002854,0.569120402,0.017955205,9291.059991
Megion,ASIA,0.190000152,61.0832729,76.0832309,0,0.003647763,33.76288123
Meiganga,AFRICA,0.130000104,6.576914138,14.2499223,0.065294357,0.03081917,11.25995042
Meizhou,ASIA,1.530001224,24.34041303,116.0473756,0.227451024,0.071823448,144.462708
Mejillones,SOUTH AMERICA,0.05000004,-23.0833601,-70.5000438,0,0,4.677879983
Mekambo,AFRICA,0.05000004,1.0832969,13.9165891,0.019394889,0.229161564,4.303459806
Mekele,AFRICA,0.290000232,13.53165344,39.42526014,0.47117542,0.231537617,25.6645801
Meknes,AFRICA,2.110001688,33.93087034,-5.587694574,0.342779405,0.023786523,218.7363511
Mekoryuk,NORTH AMERICA,0.010000008,60.4166065,-166.2500055,0,0,1.741555621
Melbourne1,NORTH AMERICA,4.559282175,28.12503325,-80.71118873,0.110416585,0.079541916,444.7071075
Melbourne2,AUSTRALIA,22.990199,-37.80549722,145.0233032,0.020998712,0.017045181,2506.55008
Melekeok,MICRONESIA,0,,,0,0,6.073672176
Melilla,AFRICA,0.519915416,35.33173822,-3.0000708,0.152364261,0.032835853,54.82305265
Melitopol,EUROPE,1.560001248,46.88675352,35.35309499,0.218038603,0.031570099,196.2715405
Melo,SOUTH AMERICA,0.270000216,-32.3333564,-54.20057439,0.041644476,0.419263631,27.50888932
Melton,AUSTRALIA,0.410000328,-37.65852178,144.5244821,0.069906197,0.291772937,44.58429332
Melun,EUROPE,3.415257602,48.65227219,2.577832501,0.160965921,0.011057723,444.4941094
Melut,AFRICA,0.05000004,10.4999598,32.1665818,0.264268712,0.361721132,4.37534776
Melville,NORTH AMERICA,0.130000104,50.9999436,-102.8333642,0.325348762,0.020528032,17.75011917
Memphis,NORTH AMERICA,11.57000926,35.14094682,-89.95980912,0.129807521,0.063079456,1216.965744
Mendi,MELANESIA,0.060000048,-6.0833669,143.5832039,0.073934991,0.015569491,5.193097936
Mendocino,NORTH AMERICA,0.020000016,39.3332816,-123.8333558,0,0,2.224254541
Mendoza,SOUTH AMERICA,4.580003664,-32.87172181,-68.83006189,0.158284636,0.06089737,469.4870124
Mengzi,ASIA,1.520673103,23.42212022,103.3321692,0.252418,0.144460852,142.5707953
Meningie,AUSTRALIA,0.010000008,-35.6666884,139.3332056,0.377343954,0.276424255,1.05963559
Menongue,AFRICA,0.230000184,-14.59058367,17.65940998,0.113986679,0.614956659,20.45795299
Merauke,MELANESIA,0.20000016,-8.462467415,140.3417308,0.187898171,0.015078362,17.40239585
Merced,NORTH AMERICA,0.910000728,37.34434417,-120.5146549,0.20316117,0.056577065,98.45966351
Mercedes1,SOUTH AMERICA,0.290000232,-34.59481922,-59.47699317,0.39664741,0.095260063,30.33808556
Mercedes2,SOUTH AMERICA,0.440000352,-33.63445127,-65.50003538,0.188475457,0.091931101,45.49873201
Mercedes3,SOUTH AMERICA,0.160000128,-33.22910425,-58.0833516,0.307728641,0.230347198,16.46554377
Mercedes4,SOUTH AMERICA,0.170000136,-29.16663375,-58.11758107,0.068955897,0.459013921,16.75652046
Merida,NORTH AMERICA,2.690002152,21.01920709,-89.65582389,0.22099608,0.050560591,247.9171802
Meridian,NORTH AMERICA,0.730000584,32.42123757,-88.74887493,0.040522377,0.004610194,74.38896712
Merimbula,AUSTRALIA,0.020000016,-36.8333546,149.8338612,0,0.000376511,2.151889861
Merowe,AFRICA,0.05000004,18.4999566,31.75025423,0.219233442,0.249957478,4.536793289
Merredin,AUSTRALIA,0.060000048,-31.4166901,118.2498807,0.512454873,0.201896131,6.054455815
Meru,AFRICA,23.17001854,-0.012158985,37.7193998,0.415273929,0.405490018,1993.934453
Mesa,NORTH AMERICA,9.202970447,33.40834756,-111.8161656,0.123887401,0.075389983,948.2890197
Messina,EUROPE,1.139907649,38.24123917,15.50949411,0.016844691,0.061561652,124.8252808
Metairie,NORTH AMERICA,3.136845059,30.00490993,-90.21979959,0.012683278,0.00082177,311.5841741
Metz,EUROPE,5.857671847,49.25078664,6.096538647,0.122219457,0.010582201,771.6147264
Mexicali,NORTH AMERICA,2.360001888,32.66597166,-115.491525,0.082602736,0.217916413,241.1418299
Mexico City,NORTH AMERICA,25.77002062,19.53825205,-99.14069998,0.078924652,0.040956655,2352.544411
Meymaneh,ASIA,2.35000188,36.00107775,64.81915104,0.241953893,0.055111223,249.8360547
Mezen,EUROPE,0.10000008,65.9166043,44.1668461,0,0,21.0380977
Miahuatlan,NORTH AMERICA,0.110000088,16.37132424,-96.65148782,0.141445463,0.40600874,9.864293174
Miami,NORTH AMERICA,37.79983867,26.23624084,-80.2589748,0.036074872,0.004441544,3625.32085
Miami Beach,NORTH AMERICA,2.022647015,25.93426503,-80.20490631,0,0,193.4781835
Miandrivazo,AFRICA,0.040000032,-19.5000282,45.4165765,0.038588813,0.699929791,3.652250207
Mianyang,ASIA,225.6831496,31.34874925,105.3886854,0.276213298,0.157000517,22732.09885
Miass,ASIA,1.220000976,55.09223117,60.06897963,0.007292138,0.011450326,183.2826118
Michurinsk,EUROPE,0.680000544,52.93016555,40.45343399,0.166998298,0.06096476,97.01064062
Middelburg1,AFRICA,0.040000032,-31.4166901,24.999918,0.022975566,0.617075651,4.036783296
Middelburg2,AFRICA,0.30000024,-25.73886319,29.4165829,0.113648763,0.267655381,28.66710672
Middlesbrough,EUROPE,4.280003424,54.61293131,-1.257985864,0.085287967,0.019736975,635.3249757
Midland,NORTH AMERICA,1.170000936,32.05058354,-102.1467308,0.103948294,0.274321842,118.7353284
Mikhaylovka,EUROPE,0.330000264,50.08337918,43.18438946,0.190602675,0.046214973,44.23807163
Mikumi,AFRICA,0.180000144,-7.34721858,36.93051701,0.103088346,0.225073764,15.62021627
Milagro,SOUTH AMERICA,0.55000044,-2.090925091,-79.619686,0.295220216,0.333869809,47.36357858
Milan,EUROPE,46.95003756,45.68049509,9.178417344,0.08735983,0.004362855,5778.691253
Mildura,AUSTRALIA,0.270000216,-34.16664764,142.089616,0.252339445,0.029270279,28.08982297
Miles City,NORTH AMERICA,0.170000136,46.43147847,-105.8823128,0.058835227,0.345025305,21.21679564
Millerovo,EUROPE,0.270000216,48.97537653,40.33954865,0.241796711,0.078487099,35.36146484
Milwaukee,NORTH AMERICA,14.17001134,43.08486361,-88.07862794,0.099262591,0.033461964,1668.543771
Minas,SOUTH AMERICA,0.210000168,-34.3333556,-55.26585162,0.132136018,0.32068352,21.89404582
Minatitlan,NORTH AMERICA,0.842577965,18.04155752,-94.6053567,0.350886313,0.214749498,76.24068025
Mindelo,AFRICA,0.179948824,16.9166239,-25.000062,0.008408117,0.029813582,16.18807759
Mineiros,SOUTH AMERICA,0.180000144,-17.50464254,-52.5833843,0.327069156,0.450877584,16.24751873
Mingan,NORTH AMERICA,0.030000024,50.3332772,-64.0833797,0,0.010052188,4.040819153
Minna,AFRICA,0.730000584,9.673503414,6.504501832,0.526872313,0.230703472,63.71856661
Minneapolis,NORTH AMERICA,33.07002646,45.00033203,-93.30264029,0.083033846,0.020458822,4021.855666
Minot,NORTH AMERICA,0.65000052,48.26282476,-101.325658,0.186587804,0.067896735,83.97119434
Minsk,EUROPE,4.160003328,53.93848415,27.5214371,0.031822669,0.019946017,607.494941
Minxian,ASIA,0.40000032,34.4999502,103.9479451,0.252089065,0.282630413,41.73385697
Miracema,SOUTH AMERICA,0.15000012,-21.35554644,-42.2500551,0.225856883,0.498100921,13.86509095
Mirbat,ASIA,0,,,0,0,0.899817963
Miri,MALAY ARCHIPELAGO,0.820000656,4.443102316,113.9593898,0.245769158,0.000517315,70.77483735
Mirnyy,ASIA,0.190000152,62.5832723,113.9165491,0,0,35.4479654
Mirput Khas,ASIA,2.210001768,25.58597053,68.94193919,0.598274051,0.031565256,210.7845227
Mirzapur,ASIA,7.418242836,25.00608508,82.67645161,0.587737211,0.024977304,704.1662728
Mishan,ASIA,0.55000044,45.58330868,131.8393372,0.203652553,0.082886486,67.58839565
Miskolc,EUROPE,1.410001128,48.14478297,20.73817342,0.105734676,0.012383024,181.6834499
Misratah,AFRICA,0.90000072,32.4166177,15.04631366,0,0,91.70281431
Missoula,NORTH AMERICA,0.980000784,46.90051689,-114.073126,0.054917781,0.155142093,123.3270476
Mistassini,NORTH AMERICA,0.05000004,50.46683515,-73.9167091,0,4.52E-05,6.752769554
Mitchell,NORTH AMERICA,0.260000208,43.7499465,-98.08332825,0.241239737,0.131718276,30.95493894
Mitilini,EUROPE,0.180000144,39.166615,26.4999174,0.06292524,0.111985052,19.96045619
Mitla,NORTH AMERICA,0.010000008,16.9999572,-96.4167001,0.062818378,0.277217302,0.899498839
Mito,ASIA,2.060001648,36.42719034,140.4413518,0.216218009,0.006578774,220.2126641
Mityana,AFRICA,0.410000328,0.418707117,31.99993589,0.64820965,0.096465693,35.28365536
Mitzik,AFRICA,0.080000064,0.833297,11.4999234,0.030655914,0.575183432,6.885097318
Miyazaki,ASIA,1.55000124,31.97526093,131.3876224,0.160504646,0.006935647,157.16823
Mizdah,AFRICA,0.020000016,31.4999514,12.9165895,0,0,2.017493396
Mmabatho,AFRICA,0.65000052,-25.81151675,25.59099403,0.048580499,0.309969451,62.15303047
Mo i Rana,EUROPE,0.560000448,66.36909674,14.11606313,0.001287624,0,120.0320699
Moab,NORTH AMERICA,0.130000104,38.58981085,-109.5833615,0.017653192,0.109361692,14.30839923
Moanda1,AFRICA,1.55000124,-5.827411781,12.31884949,0.030039759,0.085752917,134.0903126
Moanda2,AFRICA,0.190000152,-1.5000354,13.1665894,0.270218754,0.652101542,16.3566045
Moba,AFRICA,0.060000048,-7.0000332,29.6665828,0.192930506,0.192712047,5.202946335
Mobile,NORTH AMERICA,3.390002712,30.72221666,-88.17501903,0.042299108,0.009848541,339.2093303
Mobridge,NORTH AMERICA,0.070000056,45.5832791,-100.4999863,0.050582824,0.192873794,8.600688113
Mocambique,AFRICA,0.059894088,-15.00003,40.6665784,0.094871461,0.259541524,5.346427343
Modena,EUROPE,1.140000912,44.68642051,10.88229388,0.230324203,0.015940277,137.9008315
Modesto,NORTH AMERICA,2.360001888,37.69421205,-121.0321304,0.124952639,0.009300799,256.5083593
Moengo,SOUTH AMERICA,0.110000088,5.6666284,-54.4167169,0.019593068,0.004789478,9.511805959
